OutageID,StartTime,DurationMinutes,Feeder,Cause,AffectedCustomers,EndTime
2470,2023-12-28 17:00:00,373,Feeder_1,Weather (Heavy Rain),665,2023-12-28 23:13:00
2471,2023-12-28 18:00:00,454,Feeder_6,Planned Maintenance,191,2023-12-29 01:34:00
2472,2023-12-29 02:00:00,91,Feeder_5,Overload,623,2023-12-29 03:31:00
2473,2023-12-29 03:00:00,165,Feeder_4,Tree Contact,221,2023-12-29 05:45:00
2474,2023-12-29 05:00:00,460,Feeder_6,Unknown,393,2023-12-29 12:40:00
2475,2023-12-29 14:00:00,252,Feeder_6,Overload,508,2023-12-29 18:12:00
2476,2023-12-29 17:00:00,303,Feeder_6,Equipment Failure,143,2023-12-29 22:03:00
2477,2023-12-29 18:00:00,245,Feeder_2,Overload,725,2023-12-29 22:05:00
2478,2023-12-29 19:00:00,32,Feeder_7,Planned Maintenance,421,2023-12-29 19:32:00
2479,2023-12-29 23:00:00,87,Feeder_4,Weather (High Wind),1207,2023-12-30 00:27:00
2480,2023-12-29 23:00:00,431,Feeder_9,Tree Contact,175,2023-12-30 06:11:00
2481,2023-12-30 00:00:00,430,Feeder_10,Unknown,423,2023-12-30 07:10:00
2482,2023-12-30 00:00:00,203,Feeder_2,Planned Maintenance,346,2023-12-30 03:23:00
2483,2023-12-30 04:00:00,452,Feeder_5,Equipment Failure,338,2023-12-30 11:32:00
2484,2023-12-30 05:00:00,31,Feeder_4,Planned Maintenance,485,2023-12-30 05:31:00
2485,2023-12-30 06:00:00,33,Feeder_9,Equipment Failure,447,2023-12-30 06:33:00
2486,2023-12-30 22:00:00,233,Feeder_4,Weather (High Wind),1297,2023-12-31 01:53:00
2487,2023-12-31 01:00:00,340,Feeder_8,Overload,860,2023-12-31 06:40:00
2488,2023-12-31 09:00:00,134,Feeder_8,Weather (High Wind),1153,2023-12-31 11:14:00
2489,2023-12-31 14:00:00,115,Feeder_6,Overload,962,2023-12-31 15:55:00
2490,2023-12-31 16:00:00,48,Feeder_6,Unknown,497,2023-12-31 16:48:00
2491,2023-12-31 18:00:00,98,Feeder_8,Overload,768,2023-12-31 19:38:00
2492,2023-12-31 19:00:00,423,Feeder_10,Weather (High Wind),557,2024-01-01 02:03:00
2493,2024-01-01 07:00:00,210,Feeder_9,Overload,546,2024-01-01 10:30:00
2494,2024-01-01 10:00:00,344,Feeder_5,Unknown,325,2024-01-01 15:44:00
2495,2024-01-01 22:00:00,216,Feeder_1,Planned Maintenance,69,2024-01-02 01:36:00
2496,2024-01-01 23:00:00,358,Feeder_1,Overload,501,2024-01-02 04:58:00
2497,2024-01-02 03:00:00,355,Feeder_2,Unknown,462,2024-01-02 08:55:00
2498,2024-01-02 03:00:00,25,Feeder_10,Tree Contact,471,2024-01-02 03:25:00
2499,2024-01-02 08:00:00,361,Feeder_10,Weather (High Wind),344,2024-01-02 14:01:00
2500,2024-01-02 08:00:00,414,Feeder_5,Planned Maintenance,400,2024-01-02 14:54:00
2501,2024-01-02 08:00:00,232,Feeder_4,Equipment Failure,190,2024-01-02 11:52:00
2502,2024-01-02 11:00:00,459,Feeder_1,Unknown,154,2024-01-02 18:39:00
2503,2024-01-02 16:00:00,267,Feeder_4,Overload,546,2024-01-02 20:27:00
2504,2024-01-02 18:00:00,236,Feeder_4,Equipment Failure,274,2024-01-02 21:56:00
2505,2024-01-02 22:00:00,397,Feeder_10,Unknown,232,2024-01-03 04:37:00
2506,2024-01-03 00:00:00,383,Feeder_4,Planned Maintenance,415,2024-01-03 06:23:00
2507,2024-01-03 03:00:00,94,Feeder_1,Equipment Failure,310,2024-01-03 04:34:00
2508,2024-01-03 12:00:00,21,Feeder_9,Equipment Failure,466,2024-01-03 12:21:00
2509,2024-01-04 05:00:00,286,Feeder_3,Planned Maintenance,452,2024-01-04 09:46:00
2510,2024-01-04 05:00:00,241,Feeder_4,Equipment Failure,345,2024-01-04 09:01:00
2511,2024-01-04 06:00:00,30,Feeder_5,Unknown,493,2024-01-04 06:30:00
2512,2024-01-04 09:00:00,438,Feeder_7,Planned Maintenance,491,2024-01-04 16:18:00
2513,2024-01-04 12:00:00,26,Feeder_6,Overload,607,2024-01-04 12:26:00
2514,2024-01-04 16:00:00,305,Feeder_5,Tree Contact,22,2024-01-04 21:05:00
2515,2024-01-04 21:00:00,255,Feeder_8,Weather (Heavy Rain),568,2024-01-05 01:15:00
2516,2024-01-05 03:00:00,35,Feeder_1,Tree Contact,277,2024-01-05 03:35:00
2517,2024-01-05 13:00:00,192,Feeder_7,Planned Maintenance,429,2024-01-05 16:12:00
2518,2024-01-05 20:00:00,441,Feeder_6,Unknown,275,2024-01-06 03:21:00
2519,2024-01-06 01:00:00,242,Feeder_5,Weather (Heavy Rain),971,2024-01-06 05:02:00
2520,2024-01-06 04:00:00,287,Feeder_7,Tree Contact,101,2024-01-06 08:47:00
2521,2024-01-06 14:00:00,302,Feeder_3,Overload,332,2024-01-06 19:02:00
2522,2024-01-06 21:00:00,311,Feeder_1,Weather (High Wind),1318,2024-01-07 02:11:00
2523,2024-01-07 01:00:00,148,Feeder_9,Weather (High Wind),1156,2024-01-07 03:28:00
2524,2024-01-07 02:00:00,297,Feeder_2,Weather (High Wind),444,2024-01-07 06:57:00
2525,2024-01-07 02:00:00,418,Feeder_10,Equipment Failure,397,2024-01-07 08:58:00
2526,2024-01-07 08:00:00,167,Feeder_3,Unknown,423,2024-01-07 10:47:00
2527,2024-01-07 16:00:00,80,Feeder_8,Overload,881,2024-01-07 17:20:00
2528,2024-01-07 17:00:00,151,Feeder_10,Planned Maintenance,104,2024-01-07 19:31:00
2529,2024-01-07 17:00:00,106,Feeder_9,Planned Maintenance,439,2024-01-07 18:46:00
2530,2024-01-07 19:00:00,451,Feeder_3,Weather (High Wind),534,2024-01-08 02:31:00
2531,2024-01-07 20:00:00,331,Feeder_6,Tree Contact,438,2024-01-08 01:31:00
2532,2024-01-07 20:00:00,436,Feeder_7,Weather (High Wind),990,2024-01-08 03:16:00
2533,2024-01-07 23:00:00,273,Feeder_1,Equipment Failure,46,2024-01-08 03:33:00
2534,2024-01-08 05:00:00,468,Feeder_7,Planned Maintenance,402,2024-01-08 12:48:00
2535,2024-01-08 14:00:00,117,Feeder_4,Equipment Failure,70,2024-01-08 15:57:00
2536,2024-01-08 18:00:00,69,Feeder_5,Tree Contact,300,2024-01-08 19:09:00
2537,2024-01-08 19:00:00,271,Feeder_8,Equipment Failure,371,2024-01-08 23:31:00
2538,2024-01-09 12:00:00,115,Feeder_4,Unknown,312,2024-01-09 13:55:00
2539,2024-01-09 23:00:00,212,Feeder_4,Weather (Heavy Rain),1019,2024-01-10 02:32:00
2540,2024-01-10 06:00:00,315,Feeder_8,Weather (High Wind),1459,2024-01-10 11:15:00
2541,2024-01-10 08:00:00,240,Feeder_5,Weather (High Wind),652,2024-01-10 12:00:00
2542,2024-01-10 08:00:00,445,Feeder_6,Unknown,320,2024-01-10 15:25:00
2543,2024-01-10 11:00:00,477,Feeder_5,Equipment Failure,353,2024-01-10 18:57:00
2544,2024-01-10 20:00:00,251,Feeder_1,Weather (High Wind),1293,2024-01-11 00:11:00
2545,2024-01-11 05:00:00,40,Feeder_7,Weather (Heavy Rain),574,2024-01-11 05:40:00
2546,2024-01-11 07:00:00,135,Feeder_6,Equipment Failure,386,2024-01-11 09:15:00
2547,2024-01-11 09:00:00,412,Feeder_2,Overload,813,2024-01-11 15:52:00
2548,2024-01-11 11:00:00,196,Feeder_7,Overload,305,2024-01-11 14:16:00
2549,2024-01-11 11:00:00,213,Feeder_6,Equipment Failure,174,2024-01-11 14:33:00
2550,2024-01-11 13:00:00,316,Feeder_5,Tree Contact,22,2024-01-11 18:16:00
2551,2024-01-11 17:00:00,269,Feeder_8,Equipment Failure,34,2024-01-11 21:29:00
2552,2024-01-11 18:00:00,136,Feeder_5,Weather (Heavy Rain),1209,2024-01-11 20:16:00
2553,2024-01-11 18:00:00,45,Feeder_2,Overload,370,2024-01-11 18:45:00
2554,2024-01-11 21:00:00,329,Feeder_6,Overload,839,2024-01-12 02:29:00
2555,2024-01-12 04:00:00,299,Feeder_1,Unknown,314,2024-01-12 08:59:00
2556,2024-01-12 06:00:00,120,Feeder_5,Weather (Heavy Rain),739,2024-01-12 08:00:00
2557,2024-01-12 07:00:00,238,Feeder_6,Overload,449,2024-01-12 10:58:00
2558,2024-01-12 08:00:00,287,Feeder_7,Weather (Heavy Rain),1386,2024-01-12 12:47:00
2559,2024-01-12 12:00:00,412,Feeder_2,Overload,743,2024-01-12 18:52:00
2560,2024-01-12 22:00:00,246,Feeder_1,Equipment Failure,445,2024-01-13 02:06:00
2561,2024-01-13 14:00:00,434,Feeder_6,Equipment Failure,191,2024-01-13 21:14:00
2562,2024-01-13 16:00:00,270,Feeder_3,Unknown,85,2024-01-13 20:30:00
2563,2024-01-13 17:00:00,456,Feeder_5,Planned Maintenance,113,2024-01-14 00:36:00
2564,2024-01-13 19:00:00,38,Feeder_2,Planned Maintenance,241,2024-01-13 19:38:00
2565,2024-01-14 02:00:00,123,Feeder_1,Unknown,312,2024-01-14 04:03:00
2566,2024-01-14 04:00:00,205,Feeder_1,Unknown,52,2024-01-14 07:25:00
2567,2024-01-14 04:00:00,361,Feeder_4,Planned Maintenance,413,2024-01-14 10:01:00
2568,2024-01-14 05:00:00,39,Feeder_10,Weather (High Wind),1171,2024-01-14 05:39:00
2569,2024-01-14 06:00:00,201,Feeder_2,Overload,927,2024-01-14 09:21:00
2570,2024-01-14 06:00:00,302,Feeder_1,Equipment Failure,153,2024-01-14 11:02:00
2571,2024-01-14 10:00:00,130,Feeder_6,Weather (Heavy Rain),950,2024-01-14 12:10:00
2572,2024-01-14 11:00:00,352,Feeder_4,Weather (Heavy Rain),1242,2024-01-14 16:52:00
2573,2024-01-14 15:00:00,380,Feeder_10,Unknown,272,2024-01-14 21:20:00
2574,2024-01-14 22:00:00,416,Feeder_7,Tree Contact,79,2024-01-15 04:56:00
2575,2024-01-14 23:00:00,51,Feeder_6,Weather (High Wind),333,2024-01-14 23:51:00
2576,2024-01-14 23:00:00,296,Feeder_5,Weather (Heavy Rain),1004,2024-01-15 03:56:00
2577,2024-01-15 05:00:00,151,Feeder_10,Equipment Failure,223,2024-01-15 07:31:00
2578,2024-01-15 05:00:00,241,Feeder_2,Weather (Heavy Rain),1166,2024-01-15 09:01:00
2579,2024-01-15 08:00:00,334,Feeder_5,Weather (Heavy Rain),1284,2024-01-15 13:34:00
2580,2024-01-15 09:00:00,342,Feeder_9,Tree Contact,156,2024-01-15 14:42:00
2581,2024-01-15 10:00:00,418,Feeder_9,Weather (Heavy Rain),1131,2024-01-15 16:58:00
2582,2024-01-15 11:00:00,196,Feeder_2,Equipment Failure,332,2024-01-15 14:16:00
2583,2024-01-15 12:00:00,376,Feeder_7,Tree Contact,493,2024-01-15 18:16:00
2584,2024-01-15 14:00:00,100,Feeder_10,Weather (High Wind),1410,2024-01-15 15:40:00
2585,2024-01-15 15:00:00,428,Feeder_4,Tree Contact,190,2024-01-15 22:08:00
2586,2024-01-16 01:00:00,67,Feeder_3,Tree Contact,260,2024-01-16 02:07:00
2587,2024-01-16 02:00:00,362,Feeder_1,Equipment Failure,491,2024-01-16 08:02:00
2588,2024-01-16 07:00:00,369,Feeder_3,Equipment Failure,212,2024-01-16 13:09:00
2589,2024-01-16 07:00:00,249,Feeder_9,Overload,461,2024-01-16 11:09:00
2590,2024-01-16 10:00:00,461,Feeder_9,Tree Contact,179,2024-01-16 17:41:00
2591,2024-01-16 10:00:00,281,Feeder_7,Weather (Heavy Rain),761,2024-01-16 14:41:00
2592,2024-01-16 11:00:00,301,Feeder_3,Unknown,356,2024-01-16 16:01:00
2593,2024-01-16 15:00:00,447,Feeder_3,Equipment Failure,179,2024-01-16 22:27:00
2594,2024-01-16 15:00:00,114,Feeder_4,Equipment Failure,11,2024-01-16 16:54:00
2595,2024-01-16 21:00:00,101,Feeder_7,Tree Contact,143,2024-01-16 22:41:00
2596,2024-01-17 01:00:00,417,Feeder_7,Tree Contact,136,2024-01-17 07:57:00
2597,2024-01-17 02:00:00,410,Feeder_2,Weather (Heavy Rain),380,2024-01-17 08:50:00
2598,2024-01-17 02:00:00,29,Feeder_5,Unknown,203,2024-01-17 02:29:00
2599,2024-01-17 07:00:00,429,Feeder_7,Unknown,371,2024-01-17 14:09:00
2600,2024-01-17 11:00:00,441,Feeder_7,Equipment Failure,218,2024-01-17 18:21:00
2601,2024-01-17 14:00:00,115,Feeder_6,Unknown,305,2024-01-17 15:55:00
2602,2024-01-17 16:00:00,179,Feeder_10,Equipment Failure,67,2024-01-17 18:59:00
2603,2024-01-17 20:00:00,477,Feeder_10,Weather (High Wind),621,2024-01-18 03:57:00
2604,2024-01-18 00:00:00,43,Feeder_8,Weather (High Wind),714,2024-01-18 00:43:00
2605,2024-01-18 00:00:00,128,Feeder_3,Weather (High Wind),1291,2024-01-18 02:08:00
2606,2024-01-18 02:00:00,121,Feeder_1,Overload,693,2024-01-18 04:01:00
2607,2024-01-18 03:00:00,424,Feeder_3,Overload,443,2024-01-18 10:04:00
2608,2024-01-18 03:00:00,378,Feeder_2,Weather (Heavy Rain),489,2024-01-18 09:18:00
2609,2024-01-18 07:00:00,144,Feeder_2,Equipment Failure,135,2024-01-18 09:24:00
2610,2024-01-18 09:00:00,98,Feeder_2,Equipment Failure,489,2024-01-18 10:38:00
2611,2024-01-18 13:00:00,285,Feeder_5,Weather (Heavy Rain),691,2024-01-18 17:45:00
2612,2024-01-18 16:00:00,258,Feeder_1,Tree Contact,97,2024-01-18 20:18:00
2613,2024-01-18 22:00:00,402,Feeder_10,Weather (High Wind),1492,2024-01-19 04:42:00
2614,2024-01-19 08:00:00,228,Feeder_4,Equipment Failure,270,2024-01-19 11:48:00
2615,2024-01-19 11:00:00,320,Feeder_10,Unknown,188,2024-01-19 16:20:00
2616,2024-01-19 11:00:00,180,Feeder_5,Equipment Failure,78,2024-01-19 14:00:00
2617,2024-01-19 12:00:00,293,Feeder_2,Unknown,376,2024-01-19 16:53:00
2618,2024-01-19 14:00:00,73,Feeder_5,Tree Contact,425,2024-01-19 15:13:00
2619,2024-01-19 14:00:00,104,Feeder_10,Weather (Heavy Rain),467,2024-01-19 15:44:00
2620,2024-01-19 15:00:00,385,Feeder_4,Unknown,490,2024-01-19 21:25:00
2621,2024-01-19 16:00:00,345,Feeder_8,Overload,650,2024-01-19 21:45:00
2622,2024-01-19 16:00:00,426,Feeder_1,Equipment Failure,311,2024-01-19 23:06:00
2623,2024-01-19 19:00:00,208,Feeder_5,Tree Contact,461,2024-01-19 22:28:00
2624,2024-01-20 00:00:00,137,Feeder_10,Overload,996,2024-01-20 02:17:00
2625,2024-01-20 02:00:00,150,Feeder_1,Weather (Heavy Rain),1473,2024-01-20 04:30:00
2626,2024-01-20 04:00:00,427,Feeder_10,Overload,489,2024-01-20 11:07:00
2627,2024-01-20 05:00:00,153,Feeder_10,Unknown,474,2024-01-20 07:33:00
2628,2024-01-20 05:00:00,243,Feeder_4,Weather (High Wind),963,2024-01-20 09:03:00
2629,2024-01-20 07:00:00,288,Feeder_8,Equipment Failure,278,2024-01-20 11:48:00
2630,2024-01-20 11:00:00,453,Feeder_1,Unknown,373,2024-01-20 18:33:00
2631,2024-01-20 19:00:00,64,Feeder_2,Overload,462,2024-01-20 20:04:00
2632,2024-01-21 16:00:00,412,Feeder_1,Overload,513,2024-01-21 22:52:00
2633,2024-01-21 19:00:00,132,Feeder_7,Tree Contact,411,2024-01-21 21:12:00
2634,2024-01-22 01:00:00,216,Feeder_2,Weather (High Wind),680,2024-01-22 04:36:00
2635,2024-01-22 04:00:00,407,Feeder_1,Tree Contact,492,2024-01-22 10:47:00
2636,2024-01-22 05:00:00,409,Feeder_6,Weather (High Wind),1197,2024-01-22 11:49:00
2637,2024-01-22 11:00:00,205,Feeder_6,Equipment Failure,106,2024-01-22 14:25:00
2638,2024-01-22 11:00:00,378,Feeder_10,Unknown,316,2024-01-22 17:18:00
2639,2024-01-22 13:00:00,474,Feeder_2,Planned Maintenance,127,2024-01-22 20:54:00
2640,2024-01-22 13:00:00,337,Feeder_1,Overload,284,2024-01-22 18:37:00
2641,2024-01-22 16:00:00,195,Feeder_10,Planned Maintenance,346,2024-01-22 19:15:00
2642,2024-01-22 17:00:00,437,Feeder_3,Weather (Heavy Rain),1163,2024-01-23 00:17:00
2643,2024-01-22 19:00:00,92,Feeder_10,Equipment Failure,299,2024-01-22 20:32:00
2644,2024-01-22 19:00:00,454,Feeder_5,Equipment Failure,405,2024-01-23 02:34:00
2645,2024-01-23 00:00:00,426,Feeder_6,Equipment Failure,398,2024-01-23 07:06:00
2646,2024-01-23 02:00:00,89,Feeder_3,Unknown,313,2024-01-23 03:29:00
2647,2024-01-23 02:00:00,309,Feeder_9,Weather (Heavy Rain),361,2024-01-23 07:09:00
2648,2024-01-23 09:00:00,295,Feeder_5,Overload,614,2024-01-23 13:55:00
2649,2024-01-23 14:00:00,35,Feeder_2,Equipment Failure,133,2024-01-23 14:35:00
2650,2024-01-23 18:00:00,408,Feeder_10,Tree Contact,49,2024-01-24 00:48:00
2651,2024-01-23 22:00:00,185,Feeder_6,Weather (Heavy Rain),827,2024-01-24 01:05:00
2652,2024-01-23 23:00:00,29,Feeder_8,Planned Maintenance,35,2024-01-23 23:29:00
2653,2024-01-24 00:00:00,225,Feeder_6,Unknown,151,2024-01-24 03:45:00
2654,2024-01-24 04:00:00,62,Feeder_4,Tree Contact,361,2024-01-24 05:02:00
2655,2024-01-24 11:00:00,100,Feeder_6,Tree Contact,404,2024-01-24 12:40:00
2656,2024-01-24 12:00:00,163,Feeder_8,Tree Contact,431,2024-01-24 14:43:00
2657,2024-01-24 12:00:00,202,Feeder_8,Unknown,345,2024-01-24 15:22:00
2658,2024-01-24 21:00:00,386,Feeder_10,Equipment Failure,66,2024-01-25 03:26:00
2659,2024-01-25 01:00:00,320,Feeder_2,Overload,528,2024-01-25 06:20:00
2660,2024-01-25 03:00:00,165,Feeder_8,Planned Maintenance,376,2024-01-25 05:45:00
2661,2024-01-25 06:00:00,155,Feeder_6,Equipment Failure,409,2024-01-25 08:35:00
2662,2024-01-25 07:00:00,83,Feeder_2,Overload,244,2024-01-25 08:23:00
2663,2024-01-25 10:00:00,274,Feeder_1,Weather (High Wind),1161,2024-01-25 14:34:00
2664,2024-01-25 12:00:00,348,Feeder_6,Equipment Failure,475,2024-01-25 17:48:00
2665,2024-01-25 23:00:00,470,Feeder_7,Overload,532,2024-01-26 06:50:00
2666,2024-01-26 09:00:00,23,Feeder_10,Tree Contact,219,2024-01-26 09:23:00
2667,2024-01-26 09:00:00,135,Feeder_5,Tree Contact,395,2024-01-26 11:15:00
2668,2024-01-26 10:00:00,385,Feeder_10,Equipment Failure,447,2024-01-26 16:25:00
2669,2024-01-26 14:00:00,433,Feeder_8,Unknown,267,2024-01-26 21:13:00
2670,2024-01-27 04:00:00,115,Feeder_9,Equipment Failure,268,2024-01-27 05:55:00
2671,2024-01-28 09:00:00,163,Feeder_4,Planned Maintenance,486,2024-01-28 11:43:00
2672,2024-01-28 16:00:00,456,Feeder_7,Equipment Failure,193,2024-01-28 23:36:00
2673,2024-01-28 20:00:00,160,Feeder_8,Tree Contact,337,2024-01-28 22:40:00
2674,2024-01-28 21:00:00,367,Feeder_6,Equipment Failure,20,2024-01-29 03:07:00
2675,2024-01-29 03:00:00,470,Feeder_2,Equipment Failure,469,2024-01-29 10:50:00
2676,2024-01-29 03:00:00,257,Feeder_7,Equipment Failure,169,2024-01-29 07:17:00
2677,2024-01-29 03:00:00,255,Feeder_9,Tree Contact,269,2024-01-29 07:15:00
2678,2024-01-29 03:00:00,351,Feeder_5,Weather (Heavy Rain),449,2024-01-29 08:51:00
2679,2024-01-29 07:00:00,57,Feeder_2,Equipment Failure,97,2024-01-29 07:57:00
2680,2024-01-29 14:00:00,109,Feeder_4,Unknown,378,2024-01-29 15:49:00
2681,2024-01-29 15:00:00,240,Feeder_3,Overload,664,2024-01-29 19:00:00
2682,2024-01-29 22:00:00,20,Feeder_4,Tree Contact,25,2024-01-29 22:20:00
2683,2024-01-30 00:00:00,228,Feeder_10,Overload,399,2024-01-30 03:48:00
2684,2024-01-30 04:00:00,220,Feeder_7,Tree Contact,253,2024-01-30 07:40:00
2685,2024-01-30 05:00:00,81,Feeder_10,Planned Maintenance,95,2024-01-30 06:21:00
2686,2024-01-30 05:00:00,410,Feeder_8,Weather (Heavy Rain),1465,2024-01-30 11:50:00
2687,2024-01-30 06:00:00,114,Feeder_1,Overload,400,2024-01-30 07:54:00
2688,2024-01-30 15:00:00,26,Feeder_8,Overload,528,2024-01-30 15:26:00
2689,2024-01-30 16:00:00,251,Feeder_5,Planned Maintenance,173,2024-01-30 20:11:00
2690,2024-01-30 18:00:00,336,Feeder_7,Equipment Failure,33,2024-01-30 23:36:00
2691,2024-01-31 06:00:00,272,Feeder_1,Tree Contact,73,2024-01-31 10:32:00
2692,2024-01-31 08:00:00,413,Feeder_2,Equipment Failure,321,2024-01-31 14:53:00
2693,2024-01-31 13:00:00,421,Feeder_1,Overload,879,2024-01-31 20:01:00
2694,2024-01-31 16:00:00,427,Feeder_5,Equipment Failure,471,2024-01-31 23:07:00
2695,2024-01-31 17:00:00,351,Feeder_6,Unknown,471,2024-01-31 22:51:00
2696,2024-01-31 19:00:00,149,Feeder_10,Planned Maintenance,354,2024-01-31 21:29:00
2697,2024-01-31 19:00:00,236,Feeder_9,Weather (Heavy Rain),415,2024-01-31 22:56:00
2698,2024-01-31 23:00:00,170,Feeder_8,Overload,439,2024-02-01 01:50:00
2699,2024-01-31 23:00:00,156,Feeder_7,Weather (Heavy Rain),1123,2024-02-01 01:36:00
2700,2024-02-01 06:00:00,442,Feeder_5,Weather (Heavy Rain),364,2024-02-01 13:22:00
2701,2024-02-01 12:00:00,172,Feeder_3,Weather (Heavy Rain),609,2024-02-01 14:52:00
2702,2024-02-01 14:00:00,479,Feeder_9,Equipment Failure,288,2024-02-01 21:59:00
2703,2024-02-01 15:00:00,430,Feeder_5,Unknown,233,2024-02-01 22:10:00
2704,2024-02-01 17:00:00,340,Feeder_3,Tree Contact,227,2024-02-01 22:40:00
2705,2024-02-01 19:00:00,385,Feeder_3,Unknown,484,2024-02-02 01:25:00
2706,2024-02-01 20:00:00,358,Feeder_3,Equipment Failure,246,2024-02-02 01:58:00
2707,2024-02-02 00:00:00,276,Feeder_6,Overload,997,2024-02-02 04:36:00
2708,2024-02-02 12:00:00,297,Feeder_1,Equipment Failure,348,2024-02-02 16:57:00
2709,2024-02-02 20:00:00,352,Feeder_4,Planned Maintenance,28,2024-02-03 01:52:00
2710,2024-02-02 22:00:00,358,Feeder_8,Overload,901,2024-02-03 03:58:00
2711,2024-02-03 04:00:00,243,Feeder_3,Unknown,171,2024-02-03 08:03:00
2712,2024-02-03 05:00:00,390,Feeder_5,Unknown,489,2024-02-03 11:30:00
2713,2024-02-03 10:00:00,294,Feeder_2,Weather (High Wind),1005,2024-02-03 14:54:00
2714,2024-02-03 17:00:00,372,Feeder_2,Weather (High Wind),1153,2024-02-03 23:12:00
2715,2024-02-04 00:00:00,304,Feeder_7,Planned Maintenance,94,2024-02-04 05:04:00
2716,2024-02-04 04:00:00,182,Feeder_10,Weather (High Wind),1323,2024-02-04 07:02:00
2717,2024-02-04 07:00:00,61,Feeder_3,Tree Contact,499,2024-02-04 08:01:00
2718,2024-02-04 11:00:00,477,Feeder_5,Weather (High Wind),1484,2024-02-04 18:57:00
2719,2024-02-04 12:00:00,217,Feeder_3,Unknown,85,2024-02-04 15:37:00
2720,2024-02-04 14:00:00,228,Feeder_6,Overload,782,2024-02-04 17:48:00
2721,2024-02-04 15:00:00,260,Feeder_10,Unknown,16,2024-02-04 19:20:00
2722,2024-02-04 20:00:00,38,Feeder_3,Equipment Failure,178,2024-02-04 20:38:00
2723,2024-02-05 00:00:00,335,Feeder_8,Overload,856,2024-02-05 05:35:00
2724,2024-02-05 03:00:00,288,Feeder_2,Equipment Failure,482,2024-02-05 07:48:00
2725,2024-02-05 15:00:00,58,Feeder_3,Equipment Failure,147,2024-02-05 15:58:00
2726,2024-02-06 03:00:00,346,Feeder_8,Unknown,367,2024-02-06 08:46:00
2727,2024-02-06 13:00:00,327,Feeder_8,Unknown,309,2024-02-06 18:27:00
2728,2024-02-06 17:00:00,377,Feeder_1,Planned Maintenance,335,2024-02-06 23:17:00
2729,2024-02-06 19:00:00,170,Feeder_8,Unknown,100,2024-02-06 21:50:00
2730,2024-02-07 01:00:00,394,Feeder_10,Overload,558,2024-02-07 07:34:00
2731,2024-02-07 02:00:00,213,Feeder_2,Equipment Failure,327,2024-02-07 05:33:00
2732,2024-02-07 06:00:00,421,Feeder_7,Weather (Heavy Rain),605,2024-02-07 13:01:00
2733,2024-02-07 06:00:00,176,Feeder_6,Unknown,262,2024-02-07 08:56:00
2734,2024-02-07 14:00:00,409,Feeder_2,Equipment Failure,210,2024-02-07 20:49:00
2735,2024-02-07 15:00:00,248,Feeder_5,Unknown,29,2024-02-07 19:08:00
2736,2024-02-07 19:00:00,177,Feeder_7,Weather (High Wind),1172,2024-02-07 21:57:00
2737,2024-02-08 01:00:00,130,Feeder_8,Unknown,172,2024-02-08 03:10:00
2738,2024-02-08 14:00:00,107,Feeder_3,Tree Contact,174,2024-02-08 15:47:00
2739,2024-02-08 17:00:00,56,Feeder_1,Tree Contact,241,2024-02-08 17:56:00
2740,2024-02-08 20:00:00,298,Feeder_7,Planned Maintenance,337,2024-02-09 00:58:00
2741,2024-02-08 20:00:00,393,Feeder_5,Planned Maintenance,247,2024-02-09 02:33:00
2742,2024-02-09 04:00:00,224,Feeder_5,Overload,920,2024-02-09 07:44:00
2743,2024-02-09 10:00:00,220,Feeder_7,Unknown,447,2024-02-09 13:40:00
2744,2024-02-09 17:00:00,234,Feeder_1,Unknown,360,2024-02-09 20:54:00
2745,2024-02-09 18:00:00,294,Feeder_8,Equipment Failure,392,2024-02-09 22:54:00
2746,2024-02-09 19:00:00,150,Feeder_10,Equipment Failure,378,2024-02-09 21:30:00
2747,2024-02-10 06:00:00,120,Feeder_5,Tree Contact,116,2024-02-10 08:00:00
2748,2024-02-10 12:00:00,132,Feeder_8,Tree Contact,259,2024-02-10 14:12:00
2749,2024-02-10 18:00:00,251,Feeder_10,Planned Maintenance,345,2024-02-10 22:11:00
2750,2024-02-10 21:00:00,323,Feeder_10,Equipment Failure,293,2024-02-11 02:23:00
2751,2024-02-11 00:00:00,470,Feeder_5,Weather (High Wind),468,2024-02-11 07:50:00
2752,2024-02-11 08:00:00,402,Feeder_7,Weather (High Wind),1330,2024-02-11 14:42:00
2753,2024-02-11 08:00:00,114,Feeder_10,Overload,559,2024-02-11 09:54:00
2754,2024-02-11 18:00:00,275,Feeder_3,Weather (Heavy Rain),1455,2024-02-11 22:35:00
2755,2024-02-11 20:00:00,319,Feeder_2,Overload,577,2024-02-12 01:19:00
2756,2024-02-11 21:00:00,368,Feeder_6,Equipment Failure,160,2024-02-12 03:08:00
2757,2024-02-11 21:00:00,300,Feeder_5,Weather (Heavy Rain),887,2024-02-12 02:00:00
2758,2024-02-11 21:00:00,342,Feeder_9,Unknown,274,2024-02-12 02:42:00
2759,2024-02-11 21:00:00,117,Feeder_10,Overload,584,2024-02-11 22:57:00
2760,2024-02-11 22:00:00,77,Feeder_4,Tree Contact,225,2024-02-11 23:17:00
2761,2024-02-12 00:00:00,189,Feeder_3,Overload,919,2024-02-12 03:09:00
2762,2024-02-12 04:00:00,296,Feeder_9,Overload,664,2024-02-12 08:56:00
